Source,Target,SourceType,TargetType
冰岩,冰岩,简体词组,繁体词组
冰斗,冰斗,简体词组,繁体词组
冰杯,冰杯,简体词组,繁体词组
冰柜,冰櫃,简体词组,繁体词组
冰核,冰核,简体词组,繁体词组
冰火不同炉,冰火不同爐,简体词组,繁体词组
冰炭不同器,冰炭不同器,简体词组,繁体词组
冰炭不同罏,冰炭不同罏,简体词组,繁体词组
冰生于水而寒于水,冰生於水而寒於水,简体词组,繁体词组
冰碛岩,冰磧岩,简体词组,繁体词组
冰雕,冰雕,简体词组,繁体词组
冰雪皇后,冰雪皇后,简体词组,繁体词组
冰面,冰面,简体词组,繁体词组
冲,衝 沖,简体字符,繁体字符
冲上,衝上,简体词组,繁体词组
冲上前,衝上前,简体词组,繁体词组
冲上去,衝上去,简体词组,繁体词组
冲上来,衝上來,简体词组,繁体词组
冲下,衝下,简体词组,繁体词组
冲下去,衝下去,简体词组,繁体词组
冲下来,衝下來,简体词组,繁体词组
冲不上,衝不上,简体词组,繁体词组
冲不下,衝不下,简体词组,繁体词组
冲不入,衝不入,简体词组,繁体词组
冲不出,衝不出,简体词组,繁体词组
冲不开,衝不開,简体词组,繁体词组
冲不破,衝不破,简体词组,繁体词组
冲不过,衝不過,简体词组,繁体词组
冲不进,衝不進,简体词组,繁体词组
冲了上,衝了上,简体词组,繁体词组
冲了下,衝了下,简体词组,繁体词组
冲了入,衝了入,简体词组,繁体词组
冲了出,衝了出,简体词组,繁体词组
冲了来,衝了來,简体词组,繁体词组
冲了过,衝了過,简体词组,繁体词组
冲了进,衝了進,简体词组,繁体词组
冲人,沖人,简体词组,繁体词组
冲他,衝他,简体词组,繁体词组
冲你,衝你,简体词组,繁体词组
冲倒,衝倒,简体词组,繁体词组
冲克,沖剋,简体词组,繁体词组
冲入,衝入,简体词组,繁体词组
冲冠,衝冠,简体词组,繁体词组
冲冠发怒,衝冠髮怒,简体词组,繁体词组
冲冲,沖沖,简体词组,繁体词组
冲冲水,沖沖水,简体词组,繁体词组
冲决,沖決,简体词组,繁体词组
冲决堤防,沖決堤防,简体词组,繁体词组
冲凉,沖涼,简体词组,繁体词组
冲出,衝出,简体词组,繁体词组
冲出去,衝出去,简体词组,繁体词组
冲出来,衝出來,简体词组,繁体词组
冲出重围,衝出重圍,简体词组,繁体词组
冲击,衝擊,简体词组,繁体词组
冲击力,衝擊力,简体词组,繁体词组
冲击性,衝擊性,简体词组,繁体词组
冲击波,衝擊波,简体词组,繁体词组
冲击韧性,衝擊韌性,简体词组,繁体词组
冲到,衝到,简体词组,繁体词组
冲刷,沖刷,简体词组,繁体词组
冲刺,衝刺,简体词组,繁体词组
冲刺班,衝刺班,简体词组,繁体词组
冲剂,沖劑,简体词组,繁体词组
冲力,衝力,简体词组,繁体词组
冲动,衝動,简体词组,繁体词组
冲动型,衝動型,简体词组,繁体词组
冲劲,衝勁,简体词组,繁体词组
冲劲十足,衝勁十足,简体词组,繁体词组
冲势,衝勢,简体词组,繁体词组
冲印,沖印,简体词组,繁体词组
冲压,衝壓,简体词组,繁体词组
冲压机,衝壓機,简体词组,繁体词组
冲厕所,沖廁所,简体词组,繁体词组
冲去,衝去,简体词组,繁体词组
冲口而出,衝口而出,简体词组,繁体词组
冲口而发,衝口而發,简体词组,繁体词组
冲向,衝向,简体词组,繁体词组
冲向前,衝向前,简体词组,繁体词组
冲和,沖和,简体词组,繁体词组
冲喜,沖喜,简体词组,繁体词组
冲回,衝回,简体词组,繁体词组
冲回去,衝回去,简体词组,繁体词组
冲在下,衝在下,简体词组,繁体词组
冲在前,衝在前,简体词组,繁体词组
冲在最前,衝在最前,简体词组,繁体词组
冲坏,沖壞,简体词组,繁体词组
冲坚陷阵,衝堅陷陣,简体词组,繁体词组
冲垮,沖垮 衝垮,简体词组,繁体词组
冲堂,衝堂,简体词组,繁体词组
冲塌,沖塌,简体词组,繁体词组
冲天,沖天,简体词组,繁体词组
冲天之怒,沖天之怒,简体词组,繁体词组
冲天炉,沖天爐,简体词组,繁体词组
冲天炮,沖天炮,简体词组,繁体词组
冲头阵,衝頭陣,简体词组,繁体词组
冲她,衝她,简体词组,繁体词组
冲子,衝子,简体词组,繁体词组
冲州撞府,衝州撞府,简体词组,繁体词组
冲帐,沖帳,简体词组,繁体词组
冲年,沖年,简体词组,繁体词组
冲床,衝牀,简体词组,繁体词组
冲床工,沖牀工,简体词组,繁体词组
冲开,衝開,简体词组,繁体词组
冲弱,沖弱,简体词组,繁体词组
冲得入,衝得入,简体词组,繁体词组
冲得出,衝得出,简体词组,繁体词组
冲得过,衝得過,简体词组,繁体词组
冲得进,衝得進,简体词组,繁体词组
冲心,衝心,简体词组,繁体词组
冲怀,沖懷,简体词组,繁体词组
冲我,衝我,简体词组,繁体词组
冲扩,沖擴,简体词组,繁体词组
冲掉,沖掉,简体词组,繁体词组
冲撞,衝撞,简体词组,繁体词组
冲撞力,衝撞力,简体词组,繁体词组
冲散,衝散,简体词组,繁体词组
冲断,沖斷,简体词组,繁体词组
冲断层,衝斷層,简体词组,繁体词组
冲昏,衝昏,简体词组,繁体词组
冲昏头脑,衝昏頭腦,简体词组,繁体词组
冲昧,沖昧,简体词组,繁体词组
冲服,沖服,简体词组,繁体词组
冲服剂,沖服劑,简体词组,繁体词组
冲末,沖末,简体词组,繁体词组
冲杀,衝殺,简体词组,繁体词组
冲来,衝來,简体词组,繁体词组
冲来冲去,衝來衝去,简体词组,繁体词组
冲模,沖模,简体词组,繁体词组
冲毁,沖毀,简体词组,繁体词组
冲水,沖水,简体词组,繁体词组
冲沟,沖溝,简体词组,繁体词组
冲泡,沖泡,简体词组,繁体词组
冲泡式,沖泡式,简体词组,繁体词组
冲波,衝波,简体词组,繁体词组
冲波激浪,衝波激浪,简体词组,繁体词组
冲波逆折,衝波逆折,简体词组,繁体词组
冲泻,沖瀉,简体词组,繁体词组
冲洗,沖洗,简体词组,繁体词组
冲洗照片,沖洗照片,简体词组,繁体词组
冲流,沖流,简体词组,繁体词组
冲浪,衝浪,简体词组,繁体词组
冲浪客,衝浪客,简体词组,繁体词组
冲浪板,衝浪板,简体词组,繁体词组
冲浪者,衝浪者,简体词组,繁体词组
冲浪赛,衝浪賽,简体词组,繁体词组
冲涤,沖滌,简体词组,繁体词组
冲淋浴,沖淋浴,简体词组,繁体词组
冲淡,沖淡,简体词组,繁体词组
冲澡,沖澡,简体词组,繁体词组
冲然,衝然,简体词组,繁体词组
冲犯,衝犯,简体词组,繁体词组
冲田,沖田,简体词组,繁体词组
冲盹,衝盹,简体词组,繁体词组
冲盹儿,衝盹兒,简体词组,繁体词组
冲着,衝着,简体词组,繁体词组
冲破,衝破,简体词组,繁体词组
冲积,沖積,简体词组,繁体词组
冲积土,沖積土,简体词组,繁体词组
冲积堤,沖積堤,简体词组,繁体词组
冲积层,沖積層,简体词组,繁体词组
冲积岛,沖積島,简体词组,繁体词组
冲积平原,沖積平原,简体词组,繁体词组
冲积扇,沖積扇,简体词组,繁体词组
冲积物,沖積物,简体词组,繁体词组
冲程,衝程,简体词组,繁体词组
冲税,沖稅,简体词组,繁体词组
冲穴,衝穴,简体词组,繁体词组
冲空机,沖空機,简体词组,繁体词组
冲突,衝突,简体词组,繁体词组
冲突区,衝突區,简体词组,繁体词组
冲突性,衝突性,简体词组,繁体词组
冲突点,衝突點,简体词组,繁体词组
冲线,衝線,简体词组,繁体词组
冲绳,沖繩,简体词组,繁体词组
冲绳县,沖繩縣,简体词组,繁体词组
冲绳岛,沖繩島,简体词组,繁体词组
冲绳群岛,沖繩羣島,简体词组,繁体词组
冲脉,衝脈,简体词组,繁体词组
冲自己,衝自己,简体词组,繁体词组
冲至,衝至,简体词组,繁体词组
冲茶,沖茶,简体词组,繁体词组
冲虚,沖虛,简体词组,繁体词组
冲虚真人,沖虛真人,简体词组,繁体词组
冲虚真经,沖虛真經,简体词组,繁体词组
冲蚀,沖蝕,简体词组,繁体词组
冲襟,沖襟,简体词组,繁体词组
冲要,衝要,简体词组,繁体词组
冲走,沖走,简体词组,繁体词组
冲起,衝起,简体词组,繁体词组
冲起来,衝起來,简体词组,繁体词组
冲车,衝車,简体词组,繁体词组
冲过,衝過,简体词组,繁体词组
冲过去,衝過去,简体词组,繁体词组
冲过来,衝過來,简体词组,繁体词组
冲进,衝進,简体词组,繁体词组
冲进去,衝進去,简体词组,繁体词组
冲进来,衝進來,简体词组,繁体词组
冲退,衝退,简体词组,繁体词组
冲量,衝量,简体词组,繁体词组
冲销,沖銷,简体词组,繁体词组
冲锋,衝鋒,简体词组,繁体词组
冲锋号,衝鋒號,简体词组,繁体词组
冲锋枪,衝鋒槍,简体词组,繁体词组
冲锋鎗,衝鋒鎗,简体词组,繁体词组
冲锋陷阵,衝鋒陷陣,简体词组,繁体词组
冲门,衝門,简体词组,繁体词组
冲陷,衝陷,简体词组,繁体词组
冲霄,沖霄,简体词组,繁体词组
冲霄汉外,沖霄漢外,简体词组,繁体词组
冲风,衝風,简体词组,繁体词组
冲高,衝高,简体词组,繁体词组
冲默,沖默,简体词组,繁体词组
冲鼻,沖鼻,简体词组,繁体词组
冲龄,沖齡,简体词组,繁体词组
决,決,简体字符,繁体字符
决了,決了,简体词组,繁体词组
决定出,決定出,简体词组,繁体词组
决心干,決心幹,简体词组,繁体词组
决志,決志,简体词组,繁体词组
决斗,決鬥,简体词组,繁体词组
决斗者,決鬥者,简体词组,繁体词组
决策千里,決策千里,简体词组,繁体词组
决策当局,決策當局,简体词组,繁体词组
决胜,決勝,简体词组,繁体词组
决胜千里,決勝千里,简体词组,繁体词组
决胜局,決勝局,简体词组,繁体词组
决胜期,決勝期,简体词组,繁体词组
决胜点,決勝點,简体词组,繁体词组
决胜盘,決勝盤,简体词组,繁体词组
决胜节,決勝節,简体词组,繁体词组
决胜负,決勝負,简体词组,繁体词组
况,況,简体字符,繁体字符
冶叶倡条,冶葉倡條,简体词组,繁体词组
冶游,冶遊,简体词组,繁体词组
冶炼,冶煉,简体词组,繁体词组
冶炼厂,冶煉廠,简体词组,繁体词组
冶炼炉,冶煉爐,简体词组,繁体词组
冶荡,冶蕩,简体词组,繁体词组
冷冻柜,冷凍櫃,简体词组,繁体词组
冷地里,冷地里,简体词组,繁体词组
冷布,冷布,简体词组,繁体词组
冷心冷面,冷心冷面,简体词组,繁体词组
冷感症,冷感症,简体词组,繁体词组
冷战以后,冷戰以後,简体词组,繁体词组
冷板凳,冷板凳,简体词组,繁体词组
冷板曲,冷板曲,简体词组,繁体词组
冷气团,冷氣團,简体词组,繁体词组
冷淡关系,冷淡關係,简体词组,繁体词组
冷灰里爆出火来,冷灰裏爆出火來,简体词组,繁体词组
冷腌法,冷醃法,简体词组,繁体词组
冷藏柜,冷藏櫃,简体词组,繁体词组
冷读术,冷讀術,简体词组,繁体词组
冷轧钢板,冷軋鋼板,简体词组,繁体词组
冷酒儿后犯,冷酒兒後犯,简体词组,繁体词组
冷锅里爆豆,冷鍋裏爆豆,简体词组,繁体词组
冷面,冷麪 冷面,简体词组,繁体词组
冷面冷心,冷面冷心,简体词组,繁体词组
冷面相,冷面相,简体词组,繁体词组
冻,凍,简体字符,繁体字符
冻僵,凍僵,简体词组,繁体词组
净,淨,简体字符,繁体字符
净余,淨餘,简体词组,繁体词组
净发,淨髮,简体词组,繁体词组
净尽,淨盡,简体词组,繁体词组
净心修身,淨心修身,简体词组,繁体词组
凄,悽 淒,简体字符,繁体字符
凄丽,悽麗,简体词组,繁体词组
凄冷,淒冷,简体词组,繁体词组
凄凄,悽悽,简体词组,繁体词组
凄凉,淒涼,简体词组,繁体词组
凄切,悽切,简体词组,繁体词组
凄历,悽歷,简体词组,繁体词组
凄厉,淒厲,简体词组,繁体词组
凄咽,悽咽,简体词组,繁体词组
凄婉,悽婉,简体词组,繁体词组
凄寒,淒寒,简体词组,繁体词组
凄怆,悽愴,简体词组,繁体词组
凄怨,悽怨,简体词组,繁体词组
凄恻,悽惻,简体词组,繁体词组
凄惨,悽慘,简体词组,繁体词组
凄惶,悽惶,简体词组,繁体词组
凄楚,悽楚,简体词组,繁体词组
凄沧,淒滄,简体词组,繁体词组
凄清,悽清,简体词组,繁体词组
凄然,悽然,简体词组,繁体词组
凄紧,悽緊,简体词组,繁体词组
凄绝,悽絕,简体词组,繁体词组
凄美,悽美,简体词组,繁体词组
凄艳,悽豔,简体词组,繁体词组
凄苦,悽苦,简体词组,繁体词组
凄迷,悽迷,简体词组,繁体词组
凄酸,悽酸,简体词组,繁体词组
凄雨,淒雨,简体词组,繁体词组
凄风,悽風,简体词组,繁体词组
准,準 准,简体字符,繁体字符
准三后,准三后,简体词组,繁体词组
准不准,準不準,简体词组,繁体词组
准不准他,准不准他,简体词组,繁体词组
准不准你,准不准你,简体词组,繁体词组
准不准备,準不準備,简体词组,繁体词组
准不准她,准不准她,简体词组,繁体词组
准不准它,准不准它,简体词组,繁体词组
准不准我,准不准我,简体词组,繁体词组
准不准确,準不準確,简体词组,繁体词组
准不准许,准不准許,简体词组,繁体词组
准不准谁,准不准誰,简体词组,繁体词组
准予,准予,简体词组,繁体词组
准以,准以,简体词组,繁体词组
准伏,准伏,简体词组,繁体词组
准会,準會,简体词组,繁体词组
准例,準例,简体词组,繁体词组
准保,準保,简体词组,繁体词组
准保护,准保護,简体词组,繁体词组
准保释,准保釋,简体词组,繁体词组
准信,準信,简体词组,繁体词组
准假,准假,简体词组,繁体词组
准儿,準兒,简体词组,繁体词组
准入,准入,简体词组,繁体词组
准决斗,准決鬥,简体词组,繁体词组
准决赛,準決賽,简体词组,繁体词组
准分子,準分子,简体词组,繁体词组
